"COLLEGE
CODE",COLLEGE NAME,BRANCH,BRANCH NAME,OC,BC,BCM,MBC,SC,SCA,ST
5901,"Alagappa Chettair Government College of Engineering and Technology (Autonomous),
Karaikudi, Sivagangai District 630004",ME,MECHANICAL ENGINEERING,172.5,141.5,,,,,
5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District
625536",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,105.5,,,
5902,"Bharath Niketan Engineering College, Thimmarasanaickanoor, Aundipatti, Theni District
625536",IT,INFORMATION TECHNOLOGY,127.5,,,,,,
5904,"K L N College of Engineering (Autonomous),
Pottapalayam, Sivagangai District 630611",CS,"COMPUTER SCIENCE AND
ENGINEERING",,127,,,,,
5907,"Mohamed Sathak Engineering College, Kilakarai,
Ramanathapuram District 623806",AD,"ARTIFICIAL INTELLIGENCE AND
DATA SCIENCE",117,,,,,,
5907,"Mohamed Sathak Engineering College, Kilakarai,
Ramanathapuram District 623806",CS,"COMPUTER SCIENCE AND
ENGINEERING",,124,,,,,
5910,"P S N A Colllege of Engineering and Technology,
Dindigul District 624622",CS,"COMPUTER SCIENCE AND
ENGINEERING",144.5,,,,,,
5913,"R V S College of Engineering, N Paraipatti Post,
Dindigul District 624005",CE,CIVIL  ENGINEERING,124.5,,,,,,
5913,"R V S College of Engineering, N Paraipatti Post,
Dindigul District 624005",CS,"COMPUTER SCIENCE AND
ENGINEERING",,133.5,,,,,
5913,"R V S College of Engineering, N Paraipatti Post,
Dindigul District 624005",ME,MECHANICAL ENGINEERING,,,,,164.3,,
5913,"R V S College of Engineering, N Paraipatti Post,
Dindigul District 624005",PD,"PETRO CHEMICAL
ENGINEERING",129.5,,,,,,
5914,"Solamalai College of Engineering, Veerapanjan,
Madurai District 625020",CS,"COMPUTER SCIENCE AND
ENGINEERING",143,,,,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty
Post, Madurai District 625301",CE,CIVIL  ENGINEERING,128.5,,,,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty Post, Madurai District 625301",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",,,,104.5,,,
5915,"SACS-M A V M M Engineering College, Kidaripatty
Post, Madurai District 625301",EE,"ELECTRICAL AND
ELECTRONICS ENGINEERING",,,,,84.5,,
5919,"St. Michael College of Engineering and Technology, Kalayarkoil, Sivagangai District 630551",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,140.5,,,,,,
5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul
District 624005",CE,CIVIL  ENGINEERING,102.5,,,,,,
5930,"SBM College of Engineering and Technology, Thamaraipady, T N Paraipatti Pirivu, Dindigul
District 624005",EC,"ELECTRONICS AND
COMMUNICATION ENGINEERING",133,124,,,,,
5930,"SBM College of Engineering and Technology,
Thamaraipady, T N Paraipatti Pirivu, Dindigul District 624005",ME,MECHANICAL ENGINEERING,169.03,151,,125.5,,,
5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main
Road, Madurai District 625020",AU,AUTOMOBILE ENGINEERING,102,,,,,,
5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main
Road, Madurai District 625020",EE,ELECTRICAL AND ELECTRONICS ENGINEERING,113.5,,,,,,
5935,"Fatima Michael College of Engineering and Technology, Sengottai Village, Sivagangai Main
Road, Madurai District 625020",ME,MECHANICAL ENGINEERING,,108.5,,,,,
5942,"Ultra College of Engineering and  Technology, Kodikulam, 1 Bit Village, Madurai-Chennai
Highway, Madurai District 625104",CE,CIVIL  ENGINEERING,119,,,,,,
5942,"Ultra College of Engineering and  Technology, Kodikulam, 1 Bit Village, Madurai-Chennai
Highway, Madurai District 625104",CS,COMPUTER SCIENCE AND ENGINEERING,,103.5,,,,,
5986,"Velammal College of Engineering and Technology,
Madurai District 625009",CS,"COMPUTER SCIENCE AND
ENGINEERING",135,,,,,,
5988,"Theni Kammavar Sangam College of Technology, Theni Main Road, Koduvillarpatti Post, Theni
District 625534",EC,"ELECTRONICS AND COMMUNICATION
ENGINEERING",136.5,,,,,,
5988,"Theni Kammavar Sangam College of Technology,
Theni Main Road, Koduvillarpatti Post, Theni District 625534",ME,MECHANICAL ENGINEERING,,119.5,,,,,
5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District
625301",CE,CIVIL  ENGINEERING,95,,,,,,
5990,"Latha Mathavan Engineering College, Kidaripatti Post, Alagarkoil (Via), Melur Taluk, Madurai District
625301",CS,COMPUTER SCIENCE AND ENGINEERING,101.5,,,,,,
5990,"Latha Mathavan Engineering College, Kidaripatti
Post, Alagarkoil (Via), Melur Taluk, Madurai District 625301",ME,MECHANICAL ENGINEERING,142,110,,123,,,
